,Bath(s),Area(Marla),Bedroom(s),Servant Quarters,Kitchens,Store Rooms,Building,Main Location,luxury_type,Parking Spaces,Floor,Elevators,Floor in Building,Price per Unit,Property era,Floor Level,Building Type,Elevator Capacity
3585,2.0,5.0,2.0,1.0,1.0,1.0,Zarkon Heights,G-15,0,1.0,3.0,2.0,9.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Dual Setup
4798,2.0,4.0,2.0,1.0,1.0,1.0,Margalla View Society,Margalla View Housing Society,0,1.0,1.0,1.0,1.0,0.0,Modern Era,Ground/First Floor,Ground/Flat,Single/None
2831,2.0,4.0,2.0,2.0,1.0,1.0,Capital Residencia,Margalla Hills-2,0,1.0,1.0,1.0,4.0,0.0,Recently Built,Ground/First Floor,Lower Levels,Single/None
6049,1.0,4.0,1.0,1.0,1.0,1.0,F-11,F-11,0,1.0,1.0,1.0,9.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Single/None
3351,1.0,2.0,1.0,0.0,1.0,0.0,Gulberg Greens,Gulberg Greens,0,1.0,5.0,2.0,8.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Dual Setup
2805,1.0,2.0,1.0,2.0,1.0,2.0,MPCHS,MPCHS - Multi Gardens,0,1.0,5.0,1.0,5.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Single/None
2106,5.0,11.0,3.0,1.0,1.0,1.0,Askari Tower 1,DHA Phase 2,0,1.0,3.0,8.0,21.0,0.0,Future,Lower Floors,High Rise,High-Capacity
2655,2.0,8.0,2.0,1.0,2.0,1.0,Mall of Islamabad,Blue Area,0,1.0,1.0,1.0,1.0,1.0,Recently Built,Ground/First Floor,Ground/Flat,Single/None
4427,3.0,8.0,3.0,1.0,1.0,1.0,Silver Oaks Apartments,F-10,0,2.0,4.0,4.0,8.0,1.0,Recently Built,Lower Floors,Mid Rise Core,Multiple Bank
4367,1.0,3.0,2.0,1.0,1.0,1.0,G-9,G-9,1,1.0,1.0,1.0,1.0,0.0,Recently Built,Ground/First Floor,Ground/Flat,Single/None
1558,3.0,8.0,3.0,2.0,2.0,2.0,Capital Residencia,Margalla Hills-2,0,4.0,1.0,2.0,15.0,0.0,Recently Built,Ground/First Floor,High Rise,Dual Setup
2558,3.0,8.0,3.0,0.0,1.0,0.0,E-11,E-11,0,1.0,1.0,1.0,6.0,0.0,Modern Era,Ground/First Floor,Mid Rise Core,Single/None
4717,2.0,6.0,2.0,1.0,1.0,1.0,Lignum Tower,DHA Phase 2,1,1.0,1.0,1.0,20.0,0.0,Modern Era,Ground/First Floor,High Rise,Single/None
1510,2.0,4.0,2.0,2.0,1.0,1.0,I-12,I-12,0,1.0,4.0,2.0,9.0,0.0,Future,Lower Floors,Mid Rise Core,Dual Setup
3753,2.0,4.0,2.0,0.0,1.0,0.0,El Cielo,GT Road,0,1.0,1.0,1.0,10.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Single/None
2962,3.0,6.0,2.0,1.0,1.0,1.0,DHA Phase 3,DHA Phase 3,0,1.0,1.0,1.0,9.0,1.0,Future,Ground/First Floor,Mid Rise Core,Single/None
2812,2.0,7.0,2.0,2.0,1.0,0.0,The Fourth Star Residence,G-11,0,1.0,1.0,1.0,9.0,1.0,Brand New (2025),Ground/First Floor,Mid Rise Core,Single/None
3766,1.0,1.0,1.0,1.0,1.0,1.0,Top City 1,Top City 1,0,1.0,5.0,1.0,5.0,0.0,Brand New (2025),Lower Floors,Mid Rise Core,Single/None
5615,2.0,3.0,2.0,1.0,2.0,1.0,I-12,I-12,0,1.0,1.0,2.0,9.0,0.0,Brand New (2025),Ground/First Floor,Mid Rise Core,Dual Setup
4626,1.0,2.0,1.0,1.0,1.0,1.0,F-17,F-17,0,2.0,2.0,1.0,4.0,0.0,Recently Built,Lower Floors,Lower Levels,Single/None
4639,3.0,10.0,3.0,1.0,1.0,1.0,Top City 1,Top City 1,0,1.0,1.0,1.0,1.0,0.0,Recently Built,Ground/First Floor,Ground/Flat,Single/None
5457,2.0,7.0,2.0,1.0,1.0,1.0,Mumtaz City,Mumtaz City,0,1.0,1.0,1.0,1.0,0.0,Brand New (2025),Ground/First Floor,Ground/Flat,Single/None
5532,2.0,8.0,2.0,0.0,1.0,1.0,Bahria Enclave,Bahria Town,0,1.0,6.0,10.0,14.0,0.0,Recently Built,Mid-Level,High Rise,High-Capacity
3431,1.0,2.0,2.0,1.0,1.0,1.0,PWD Housing Scheme,PWD Housing Scheme,0,1.0,1.0,1.0,4.0,0.0,Recently Built,Ground/First Floor,Lower Levels,Single/None
358,4.0,13.0,2.0,1.0,1.0,1.0,F-8,F-8,0,1.0,10.0,4.0,10.0,1.0,Modern Era,Mid-Level,Mid Rise Core,Multiple Bank
3105,1.0,2.0,1.0,1.0,1.0,1.0,Diamond Mall & Residency,Gulberg Greens,0,1.0,3.0,4.0,8.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Multiple Bank
4123,1.0,3.0,1.0,1.0,1.0,1.0,Kazani Heights,Islamabad Expressway,0,1.0,3.0,4.0,12.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Multiple Bank
2571,2.0,4.0,2.0,0.0,1.0,0.0,Gulberg Greens,Gulberg Greens,0,1.0,1.0,1.0,3.0,0.0,Recently Built,Ground/First Floor,Lower Levels,Single/None
5858,1.0,2.0,1.0,1.0,1.0,1.0,E-11,E-11,0,1.0,1.0,1.0,5.0,0.0,Modern Era,Ground/First Floor,Mid Rise Core,Single/None
299,3.0,8.0,3.0,0.0,1.0,0.0,Bahria Enclave,Bahria Town,0,1.0,1.0,10.0,1.0,0.0,Recently Built,Ground/First Floor,Ground/Flat,High-Capacity
510,4.0,12.0,3.0,1.0,2.0,1.0,Askari Tower 4,DHA Phase 5,0,4.0,1.0,1.0,12.0,0.0,Brand New (2025),Ground/First Floor,Mid Rise Core,Single/None
3624,4.0,6.0,3.0,1.0,1.0,1.0,I-16,I-16,0,1.0,2.0,2.0,7.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Dual Setup
5441,1.0,6.0,1.0,1.0,1.0,1.0,Islamabad Expressway,Islamabad Expressway,0,1.0,12.0,1.0,25.0,0.0,Recently Built,High-Rise,High Rise,Single/None
3134,2.0,8.0,2.0,1.0,1.0,1.0,F-11,F-11,0,1.0,1.0,1.0,9.0,0.0,Modern Era,Ground/First Floor,Mid Rise Core,Single/None
2006,4.0,11.0,3.0,0.0,1.0,0.0,Askari Tower 3,DHA Phase 5,0,1.0,1.0,1.0,12.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Single/None
5683,2.0,6.0,2.0,1.0,2.0,1.0,Madina Tower,E-11,0,1.0,4.0,1.0,8.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Single/None
1469,1.0,4.0,1.0,1.0,1.0,1.0,Lignum Tower,DHA Phase 2,1,1.0,1.0,1.0,20.0,0.0,Modern Era,Ground/First Floor,High Rise,Single/None
1625,3.0,7.0,3.0,1.0,1.0,1.0,Zarkon Heights,G-15,0,1.0,3.0,4.0,9.0,0.0,Established,Lower Floors,Mid Rise Core,Multiple Bank
3982,1.0,2.0,1.0,0.0,1.0,0.0,Bahria Enclave,Bahria Enclave,0,1.0,1.0,1.0,5.0,0.0,Brand New (2025),Ground/First Floor,Mid Rise Core,Single/None
3477,2.0,3.0,2.0,1.0,2.0,2.0,B-17,B-17,0,2.0,1.0,1.0,3.0,0.0,Recently Built,Ground/First Floor,Lower Levels,Single/None
3142,2.0,3.0,2.0,1.0,1.0,1.0,I-12,I-12,0,1.0,2.0,2.0,9.0,0.0,Brand New (2025),Lower Floors,Mid Rise Core,Dual Setup
6139,2.0,4.0,2.0,1.0,1.0,1.0,MPCHS,MPCHS - Multi Gardens,0,1.0,2.0,1.0,5.0,0.0,Brand New (2025),Lower Floors,Mid Rise Core,Single/None
1927,2.0,7.0,2.0,1.0,1.0,0.0,Mumtaz City,Mumtaz City,0,1.0,1.0,1.0,1.0,0.0,Brand New (2025),Ground/First Floor,Ground/Flat,Single/None
4436,2.0,4.0,2.0,1.0,1.0,1.0,I-12,I-12,1,1.0,1.0,2.0,9.0,0.0,Brand New (2025),Ground/First Floor,Mid Rise Core,Dual Setup
2505,4.0,9.0,3.0,1.0,1.0,1.0,Sukh Chayn Residence,F-10,0,1.0,1.0,1.0,12.0,1.0,Brand New (2025),Ground/First Floor,Mid Rise Core,Single/None
652,2.0,4.0,2.0,1.0,1.0,1.0,Faisal Town Phase 1,Faisal Town Phase 1,0,1.0,1.0,1.0,1.0,0.0,Recently Built,Ground/First Floor,Ground/Flat,Single/None
173,3.0,5.0,2.0,1.0,1.0,1.0,Faisal Town,Faisal Town Phase 1,1,1.0,1.0,1.0,19.0,0.0,Future,Ground/First Floor,High Rise,Single/None
2736,3.0,8.0,3.0,1.0,2.0,2.0,G-11,G-11,0,4.0,1.0,3.0,10.0,0.0,Modern Era,Ground/First Floor,Mid Rise Core,Multiple Bank
387,4.0,13.0,2.0,1.0,1.0,1.0,The Centaurus,F-8,0,1.0,1.0,4.0,1.0,1.0,Recently Built,Ground/First Floor,Ground/Flat,Multiple Bank
6271,3.0,4.0,2.0,1.0,1.0,0.0,Gulberg Greens,Gulberg Greens,0,1.0,1.0,2.0,1.0,0.0,Recently Built,Ground/First Floor,Ground/Flat,Dual Setup
3378,1.0,2.0,1.0,1.0,1.0,1.0,Pakistan Town,Pakistan Town,0,4.0,13.0,10.0,21.0,0.0,Recently Built,High-Rise,High Rise,High-Capacity
4299,1.0,4.0,1.0,1.0,1.0,1.0,The Magnus,Top City 1,0,1.0,1.0,1.0,1.0,0.0,Recently Built,Ground/First Floor,Ground/Flat,Single/None
4595,2.0,7.0,2.0,1.0,1.0,1.0,Skypark One,Gulberg Greens,0,1.0,1.0,1.0,8.0,0.0,Brand New (2025),Ground/First Floor,Mid Rise Core,Single/None
6339,2.0,4.0,2.0,1.0,1.0,0.0,El Cielo,GT Road,0,1.0,1.0,1.0,1.0,0.0,Recently Built,Ground/First Floor,Ground/Flat,Single/None
2000,1.0,6.0,1.0,1.0,1.0,1.0,Al-Safa Heights,F-11,0,1.0,10.0,2.0,11.0,0.0,Recently Built,Mid-Level,Mid Rise Core,Dual Setup
1388,3.0,7.0,3.0,0.0,1.0,0.0,Mumtaz City,Mumtaz City,0,1.0,1.0,1.0,1.0,0.0,Brand New (2025),Ground/First Floor,Ground/Flat,Single/None
134,1.0,2.0,1.0,1.0,1.0,1.0,Ghauri Town,Ghauri Town,0,1.0,1.0,1.0,1.0,0.0,Modern Era,Ground/First Floor,Ground/Flat,Single/None
4202,2.0,4.0,2.0,1.0,1.0,1.0,DHA Phase 2,DHA Phase 2,0,1.0,1.0,1.0,3.0,0.0,Established,Ground/First Floor,Lower Levels,Single/None
5898,2.0,5.0,2.0,1.0,1.0,1.0,Capital Square,B-17,0,2.0,7.0,3.0,12.0,0.0,Modern Era,Mid-Level,Mid Rise Core,Multiple Bank
3696,2.0,7.0,2.0,2.0,1.0,1.0,Hyde Park One,Canyon Views Cvrp,0,1.0,1.0,1.0,1.0,0.0,Future,Ground/First Floor,Ground/Flat,Single/None
639,2.0,3.0,2.0,1.0,1.0,1.0,G-11,G-11,0,1.0,1.0,3.0,10.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Multiple Bank
3539,1.0,5.0,1.0,1.0,1.0,1.0,Bani Gala,Bani Gala,0,4.0,3.0,2.0,5.0,0.0,Modern Era,Lower Floors,Mid Rise Core,Dual Setup
1978,2.0,6.0,2.0,2.0,1.0,2.0,DHA Phase 5,DHA Phase 5,0,1.0,1.0,1.0,1.0,0.0,Future,Ground/First Floor,Ground/Flat,Single/None
3710,1.0,2.0,1.0,2.0,1.0,1.0,Chak Shahzad,Chak Shahzad,0,1.0,1.0,1.0,6.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Single/None
4011,3.0,8.0,3.0,0.0,1.0,1.0,Silver Oaks Apartments,F-10,0,1.0,1.0,1.0,10.0,1.0,Recently Built,Ground/First Floor,Mid Rise Core,Single/None
2267,2.0,5.0,2.0,0.0,1.0,1.0,Park View City,Park View City,0,1.0,2.0,1.0,2.0,1.0,Recently Built,Lower Floors,Lower Levels,Single/None
2880,1.0,3.0,1.0,1.0,1.0,1.0,Al-Ghurair Giga,Al-Ghurair Giga,1,1.0,1.0,2.0,10.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Dual Setup
2522,2.0,5.0,2.0,1.0,1.0,1.0,Top City 1,Top City 1,0,1.0,1.0,1.0,1.0,0.0,Future,Ground/First Floor,Ground/Flat,Single/None
965,1.0,4.0,1.0,2.0,1.0,1.0,Top City 1,Top City 1,0,1.0,3.0,2.0,8.0,0.0,Brand New (2025),Lower Floors,Mid Rise Core,Dual Setup
2806,3.0,8.0,3.0,1.0,1.0,1.0,The Galleria,Bahria Enclave,1,1.0,1.0,1.0,9.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Single/None
5512,2.0,5.0,1.0,1.0,1.0,1.0,Cube Apartments,Bahria Enclave,0,1.0,5.0,4.0,9.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Multiple Bank
5230,2.0,7.0,2.0,1.0,1.0,1.0,F-10,F-10,0,1.0,1.0,1.0,1.0,0.0,Brand New (2025),Ground/First Floor,Ground/Flat,Single/None
3636,1.0,4.0,1.0,1.0,1.0,1.0,Top City 1,Top City 1,0,2.0,5.0,1.0,6.0,0.0,Brand New (2025),Lower Floors,Mid Rise Core,Single/None
4132,3.0,12.0,3.0,1.0,1.0,1.0,Askari Tower 4,DHA Phase 5,0,1.0,4.0,1.0,12.0,0.0,Brand New (2025),Lower Floors,Mid Rise Core,Single/None
430,2.0,7.0,2.0,0.0,1.0,0.0,F-11,F-11,0,1.0,1.0,1.0,9.0,0.0,Modern Era,Ground/First Floor,Mid Rise Core,Single/None
4756,2.0,6.0,2.0,0.0,1.0,0.0,Gulberg Heights,Gulberg Greens,1,1.0,1.0,1.0,8.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Single/None
2214,2.0,7.0,2.0,2.0,1.0,2.0,Blue Area,Blue Area,0,1.0,1.0,3.0,6.0,1.0,Brand New (2025),Ground/First Floor,Mid Rise Core,Multiple Bank
3444,2.0,8.0,2.0,1.0,1.0,1.0,G-10,G-10,0,1.0,3.0,1.0,12.0,1.0,Future,Lower Floors,Mid Rise Core,Single/None
3702,4.0,11.0,3.0,-1.0,1.0,-1.0,Askari Tower 1,DHA Phase 2,0,1.0,1.0,2.0,7.0,0.0,Modern Era,Ground/First Floor,Mid Rise Core,Dual Setup
4067,3.0,6.0,3.0,1.0,1.0,1.0,MPCHS,B-17,1,1.0,1.0,1.0,5.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Single/None
4577,1.0,2.0,1.0,1.0,1.0,1.0,PWD Housing Scheme,PWD Road,0,1.0,5.0,1.0,4.0,0.0,Recently Built,Lower Floors,Lower Levels,Single/None
4575,2.0,6.0,2.0,1.0,1.0,1.0,Faisal Town Phase 1,Faisal Town Phase 1,1,2.0,1.0,1.0,7.0,0.0,Brand New (2025),Ground/First Floor,Mid Rise Core,Single/None
3423,2.0,4.0,2.0,1.0,1.0,1.0,Diamond Mall & Residency,Gulberg Greens,0,2.0,3.0,2.0,8.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Dual Setup
5395,3.0,8.0,3.0,1.0,1.0,1.0,The Galleria,Bahria Enclave,0,1.0,7.0,6.0,9.0,0.0,Recently Built,Mid-Level,Mid Rise Core,High-Capacity
3287,1.0,2.0,1.0,1.0,1.0,1.0,Bahria Enclave,Bahria Town,1,1.0,3.0,1.0,9.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Single/None
2811,1.0,2.0,1.0,1.0,1.0,1.0,MPCHS,B-17,0,1.0,1.0,4.0,22.0,0.0,Brand New (2025),Ground/First Floor,High Rise,Multiple Bank
2745,2.0,3.0,2.0,1.0,2.0,1.0,Soan Garden,Soan Garden,0,1.0,1.0,1.0,6.0,0.0,Brand New (2025),Ground/First Floor,Mid Rise Core,Single/None
1866,3.0,10.0,2.0,1.0,1.0,1.0,Diplomatic Enclave,Diplomatic Enclave,0,1.0,10.0,1.0,11.0,1.0,Modern Era,Mid-Level,Mid Rise Core,Single/None
1086,2.0,4.0,2.0,1.0,1.0,1.0,Gulberg Greens,Gulberg Greens,0,1.0,6.0,1.0,7.0,0.0,Recently Built,Mid-Level,Mid Rise Core,Single/None
354,2.0,5.0,2.0,1.0,1.0,1.0,G-15,G-15,0,1.0,1.0,1.0,5.0,0.0,Modern Era,Ground/First Floor,Mid Rise Core,Single/None
1821,2.0,6.0,2.0,1.0,1.0,1.0,Diplomatic Enclave,Diplomatic Enclave,0,1.0,1.0,1.0,11.0,1.0,Recently Built,Ground/First Floor,Mid Rise Core,Single/None
1655,3.0,8.0,3.0,1.0,1.0,1.0,Silver Oaks Apartments,F-10,0,1.0,5.0,10.0,10.0,1.0,Modern Era,Lower Floors,Mid Rise Core,High-Capacity
680,4.0,10.0,3.0,1.0,1.0,1.0,Askari Heights 4,DHA Phase 5,0,1.0,1.0,1.0,1.0,0.0,Brand New (2025),Ground/First Floor,Ground/Flat,Single/None
4048,1.0,3.0,1.0,1.0,1.0,1.0,Goldcrest Highlife,DHA Phase 2,0,1.0,10.0,4.0,20.0,0.0,Future,Mid-Level,High Rise,Multiple Bank
5577,2.0,4.0,2.0,0.0,2.0,1.0,Faisal Town,Faisal Town Phase 1,0,1.0,1.0,1.0,5.0,0.0,Brand New (2025),Ground/First Floor,Mid Rise Core,Single/None
6054,2.0,5.0,1.0,1.0,1.0,0.0,The Centaurus,F-8,0,1.0,9.0,3.0,12.0,1.0,Recently Built,Mid-Level,Mid Rise Core,Multiple Bank
4374,3.0,9.0,2.0,1.0,2.0,1.0,The Centaurus,F-8,0,1.0,1.0,4.0,1.0,1.0,Brand New (2025),Ground/First Floor,Ground/Flat,Multiple Bank
2291,2.0,4.0,2.0,1.0,2.0,1.0,Top City 1,Top City 1,0,2.0,1.0,1.0,1.0,0.0,Brand New (2025),Ground/First Floor,Ground/Flat,Single/None
312,3.0,6.0,3.0,1.0,1.0,1.0,Smama Star Mall & Residency,Gulberg Greens,1,1.0,1.0,1.0,8.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Single/None
3369,2.0,5.0,2.0,2.0,1.0,2.0,Zarkon Heights,G-15,0,1.0,5.0,2.0,9.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Dual Setup
4637,2.0,4.0,1.0,1.0,1.0,1.0,Sukh Chayn Residence,F-10,1,1.0,1.0,1.0,12.0,2.0,Brand New (2025),Ground/First Floor,Mid Rise Core,Single/None
6090,2.0,10.0,2.0,0.0,1.0,1.0,The Centaurus,F-8,0,1.0,1.0,1.0,1.0,1.0,Recently Built,Ground/First Floor,Ground/Flat,Single/None
1127,1.0,2.0,1.0,1.0,1.0,1.0,Smama Star Mall & Residency,Gulberg Greens,0,1.0,1.0,1.0,8.0,0.0,Modern Era,Ground/First Floor,Mid Rise Core,Single/None
164,1.0,2.0,1.0,1.0,2.0,1.0,MPCHS,B-17,0,2.0,1.0,1.0,5.0,0.0,Brand New (2025),Ground/First Floor,Mid Rise Core,Single/None
2540,3.0,14.0,3.0,0.0,1.0,1.0,F-11,F-11,0,2.0,1.0,5.0,27.0,0.0,Recently Built,Ground/First Floor,Skyscarper,High-Capacity
5843,2.0,5.0,2.0,1.0,1.0,1.0,Park View City,Park View City,0,2.0,1.0,2.0,4.0,0.0,Future,Ground/First Floor,Lower Levels,Dual Setup
4565,1.0,3.0,1.0,1.0,1.0,1.0,Gulberg Business Park,Gulberg Business Park,0,1.0,1.0,1.0,5.0,0.0,Modern Era,Ground/First Floor,Mid Rise Core,Single/None
3788,3.0,6.0,3.0,1.0,1.0,1.0,E-11,E-11,0,1.0,7.0,2.0,8.0,0.0,Modern Era,Mid-Level,Mid Rise Core,Dual Setup
6268,2.0,2.0,2.0,1.0,2.0,1.0,G-15,G-15,0,1.0,1.0,1.0,5.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Single/None
2828,3.0,11.0,3.0,1.0,1.0,1.0,Askari Heights 4,DHA Phase 5,0,1.0,4.0,2.0,12.0,0.0,Brand New (2025),Lower Floors,Mid Rise Core,Dual Setup
739,3.0,7.0,2.0,1.0,1.0,1.0,Cube Apartments,Bahria Enclave,0,1.0,5.0,4.0,5.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Multiple Bank
3578,2.0,7.0,2.0,1.0,1.0,1.0,Goldcrest Views,DHA Phase 2,0,2.0,9.0,6.0,40.0,0.0,Future,Mid-Level,Skyscarper,High-Capacity
1869,4.0,13.0,3.0,1.0,1.0,1.0,The Centaurus,F-8,0,2.0,19.0,5.0,28.0,1.0,Brand New (2025),High-Rise,Skyscarper,High-Capacity
2585,3.0,5.0,3.0,1.0,1.0,1.0,G-11,G-11,0,1.0,1.0,2.0,8.0,1.0,Brand New (2025),Ground/First Floor,Mid Rise Core,Dual Setup
2908,1.0,3.0,1.0,1.0,1.0,1.0,Rania Heights,Zaraj Housing Scheme,0,1.0,2.0,2.0,7.0,0.0,Established,Lower Floors,Mid Rise Core,Dual Setup
5856,3.0,6.0,3.0,1.0,2.0,2.0,E-11,E-11,0,4.0,1.0,1.0,5.0,0.0,Brand New (2025),Ground/First Floor,Mid Rise Core,Single/None
2793,2.0,4.0,2.0,2.0,2.0,2.0,Faisal Margalla City,B-17,0,4.0,1.0,1.0,8.0,0.0,Brand New (2025),Ground/First Floor,Mid Rise Core,Single/None
1719,2.0,8.0,2.0,1.0,2.0,1.0,The Veranda Residence,E-11,0,1.0,4.0,3.0,14.0,0.0,Modern Era,Lower Floors,High Rise,Multiple Bank
4263,2.0,4.0,2.0,1.0,1.0,1.0,MPCHS,B-17,0,4.0,1.0,1.0,5.0,0.0,Modern Era,Ground/First Floor,Mid Rise Core,Single/None
3137,2.0,4.0,2.0,1.0,1.0,1.0,I-12,I-12,1,1.0,1.0,2.0,9.0,0.0,Brand New (2025),Ground/First Floor,Mid Rise Core,Dual Setup
2369,4.0,8.0,3.0,1.0,1.0,1.0,E-11,E-11,0,1.0,1.0,1.0,1.0,0.0,Recently Built,Ground/First Floor,Ground/Flat,Single/None
462,4.0,12.0,3.0,0.0,1.0,0.0,B-17,B-17,0,1.0,14.0,1.0,21.0,0.0,Future,High-Rise,High Rise,Single/None
1741,2.0,7.0,2.0,1.0,1.0,1.0,Diplomatic Enclave,Diplomatic Enclave,0,1.0,1.0,1.0,11.0,1.0,Modern Era,Ground/First Floor,Mid Rise Core,Single/None
6162,2.0,8.0,2.0,1.0,1.0,1.0,G-11,G-11,1,1.0,3.0,3.0,10.0,1.0,Brand New (2025),Lower Floors,Mid Rise Core,Multiple Bank
3764,2.0,6.0,2.0,0.0,1.0,0.0,Executive Heights,F-11,0,1.0,4.0,1.0,8.0,1.0,Brand New (2025),Lower Floors,Mid Rise Core,Single/None
2342,4.0,10.0,3.0,1.0,1.0,1.0,Askari Tower 2,DHA Phase 2,0,4.0,1.0,1.0,7.0,0.0,Modern Era,Ground/First Floor,Mid Rise Core,Single/None
6207,2.0,5.0,1.0,2.0,3.0,2.0,The Centaurus,F-8,0,1.0,10.0,1.0,20.0,1.0,Modern Era,Mid-Level,High Rise,Single/None
386,4.0,13.0,2.0,1.0,1.0,1.0,The Centaurus,F-8,0,1.0,1.0,4.0,1.0,1.0,Recently Built,Ground/First Floor,Ground/Flat,Multiple Bank
3282,1.0,3.0,1.0,1.0,1.0,1.0,Bahria Enclave,Bahria Enclave,1,1.0,1.0,1.0,6.0,0.0,Brand New (2025),Ground/First Floor,Mid Rise Core,Single/None
4704,2.0,3.0,2.0,1.0,1.0,1.0,G-11,G-11,0,1.0,3.0,3.0,10.0,0.0,Brand New (2025),Lower Floors,Mid Rise Core,Multiple Bank
6206,2.0,6.0,2.0,1.0,2.0,1.0,Diplomatic Enclave,Diplomatic Enclave,0,1.0,1.0,1.0,5.0,1.0,Recently Built,Ground/First Floor,Mid Rise Core,Single/None
2883,5.0,14.0,4.0,1.0,1.0,1.0,DHA Phase 2,DHA Phase 2,0,1.0,7.0,2.0,7.0,0.0,Modern Era,Mid-Level,Mid Rise Core,Dual Setup
1997,3.0,9.0,3.0,1.0,1.0,1.0,Veranda Executive,G-10,0,1.0,1.0,1.0,1.0,1.0,Recently Built,Ground/First Floor,Ground/Flat,Single/None
66,4.0,12.0,4.0,1.0,1.0,1.0,F-11,F-11,1,1.0,1.0,1.0,9.0,1.0,Modern Era,Ground/First Floor,Mid Rise Core,Single/None
1673,2.0,8.0,2.0,1.0,1.0,1.0,B-17,B-17,1,1.0,10.0,4.0,32.0,0.0,Brand New (2025),Mid-Level,Skyscarper,Multiple Bank
1143,4.0,6.0,3.0,1.0,1.0,1.0,The Galleria,Bahria Enclave,0,1.0,1.0,2.0,9.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Dual Setup
4138,3.0,8.0,3.0,0.0,1.0,1.0,G-11,G-11,0,1.0,1.0,3.0,10.0,1.0,Recently Built,Ground/First Floor,Mid Rise Core,Multiple Bank
2634,3.0,7.0,3.0,1.0,1.0,1.0,E-11,E-11,1,1.0,1.0,1.0,5.0,0.0,Modern Era,Ground/First Floor,Mid Rise Core,Single/None
5233,2.0,10.0,2.0,1.0,1.0,2.0,The Centaurus,F-8,0,4.0,1.0,6.0,1.0,1.0,Modern Era,Ground/First Floor,Ground/Flat,High-Capacity
6076,2.0,4.0,2.0,0.0,2.0,0.0,Ghauri Town,Ghauri Town,0,1.0,2.0,1.0,8.0,0.0,Brand New (2025),Lower Floors,Mid Rise Core,Single/None
2632,4.0,15.0,4.0,1.0,1.0,1.0,F-11,F-11,0,2.0,1.0,2.0,9.0,0.0,Modern Era,Ground/First Floor,Mid Rise Core,Dual Setup
3306,2.0,7.0,2.0,1.0,1.0,1.0,Karakoram Greens,Gulberg Greens,0,1.0,1.0,1.0,18.0,0.0,Recently Built,Ground/First Floor,High Rise,Single/None
595,1.0,4.0,1.0,1.0,1.0,2.0,Elysium Mall,Blue Area,0,1.0,1.0,4.0,3.0,1.0,Recently Built,Ground/First Floor,Lower Levels,Multiple Bank
3484,2.0,5.0,2.0,1.0,1.0,1.0,Residency,DHA Phase 2,0,1.0,1.0,1.0,1.0,0.0,Recently Built,Ground/First Floor,Ground/Flat,Single/None
4981,1.0,2.0,1.0,1.0,1.0,1.0,Bahria Enclave,Bahria Enclave,0,1.0,2.0,1.0,5.0,0.0,Brand New (2025),Lower Floors,Mid Rise Core,Single/None
1065,3.0,12.0,3.0,0.0,1.0,0.0,DHA Phase 1,DHA Phase 1,0,3.0,1.0,1.0,7.0,0.0,Brand New (2025),Ground/First Floor,Mid Rise Core,Single/None
1352,1.0,4.0,1.0,2.0,2.0,2.0,Zeta-1 Mall,GT Road,0,1.0,5.0,1.0,11.0,1.0,Brand New (2025),Lower Floors,Mid Rise Core,Single/None
6091,1.0,4.0,1.0,1.0,1.0,1.0,Park View City,Park View City,0,1.0,1.0,1.0,8.0,0.0,Brand New (2025),Ground/First Floor,Mid Rise Core,Single/None
4036,2.0,2.0,2.0,1.0,1.0,1.0,Soan Garden,Soan Garden,1,1.0,1.0,1.0,6.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Single/None
2029,1.0,3.0,1.0,1.0,2.0,0.0,Top City 1,Top City 1,0,1.0,1.0,1.0,1.0,0.0,Brand New (2025),Ground/First Floor,Ground/Flat,Single/None
3955,3.0,5.0,2.0,1.0,1.0,0.0,Residency,DHA Phase 2,0,2.0,4.0,1.0,4.0,0.0,Vintage,Lower Floors,Lower Levels,Single/None
